alamat,BAE,industri,sub_industri,email,fax,kegiatan_usaha_utama,kode_emiten,nama_emiten,NPWP,papan_pencatatan,sektor,sub_sektor,tanggal_pencatatan,telepon,website;;;;;;
"Jl Pulo Ayang Raya Blok OR No. 1
Kawasan Industri Pulogadung
Jakarta,PT. Raya Saham Registra,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Investor@astra-agro.co.id,""461-6655, 461-6677, 461-6688"",Agriculture Plantation,AALI,Astra Agro Lestari Tbk,01.334.427.0-054.000,Utama,Barang Konsumen Primer,Makanan & Minuman,1997-12-09T00:00:00,461-65-55,http://www.astra-agro.co.id";;;;;;
Sahid Sudirman Centre Lt. 10, Jl. Jend. Sudirman No. 86, Jakarta 10220,PT. Adimitra Jasa Korpora,Media,Penerbitan,corsec@mahakax.com,(021) 573 9210,Media dan Percetakan,ABBA,Mahaka Media Tbk,01.609.052.4-054.000,Pengembangan,Barang Konsumen Non-Primer,Media & Hiburan,2002-04-03T00:00:00,(021) 573 9203,www.mahakamedia.com;;;;;;
Plaza Asia Lt. 27 Jl. Jend. Sudirman Kav. 59 Jakarta Selatan ,PT. Raya Saham Registra,Asuransi,Asuransi Umum,contactus@abda.co.id,5140 1698 ,Asuransi Kerugian ,ABDA,Asuransi Bina Dana Arta Tbk,01.362.014.1-054.000 ,Pengembangan,Keuangan,Asuransi,1989-07-06T00:00:00,5140 1688,www.abda.co.id;;;;;;
Gedung TMT 1 Lantai 18 Jl. Cilandak KKO No. 1 Jakarta 12560,PT. Datindo Entrycom,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,corporate.secretary@abm-investama.co.id,021-29976768,berupa jasa penyewaan namun tidak terbatas pada alat - alat berat untuk keperluan eksplorasi dan eksploitasi dan dewatering di industri pertambangan ,ABMM,ABM Investama Tbk,02.504.191.4-054.000,Utama,Perindustrian,Perusahaan Holding Multi Sektor,2011-12-06T00:00:00,021-29976767,www.abm-investama.com;;;;;;
"Gedung Kawan Lama Lantai 5. Jl. Puri Kencana No. 1, Kembangan Selatan, Kembangan, Jakarta Barat 11610,PT. EDI Indonesia,Ritel Khusus,Ritel Barang Rumah Tangga,	toto@acehardware.co.id,	021 - 5824022,Perdagangan,ACES,Ace Hardware Indonesia Tbk,	01.721.123.6-054.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,2007-11-06T00:00:00,	021 - 5822222,www.acehardware.co.id";;;;;;
ACSET Building, Jalan Majapahit No.26, Kelurahan Petojo Selatan, Kecamatan Gambir, Jakarta 10160,PT. Sinartama Gunita,Konstruksi Bangunan,Konstruksi Bangunan,corporate.secretary@acset.co,(021) 3441413,Jasa Konstruksi untuk bangunan komersial dan infrastruktur,ACST,PT Acset Indonusa Tbk.,01.709.626.4-054.000,Utama,Infrastruktur,Konstruksi Bangunan,2013-06-24T00:00:00,(021) 3511961,www.acset.co;;;;;;
"GHJ Suite Lantai 5-6, Jl. Tanah Abang III No. 18, Petojo, Gambir, Jakarta Pusat 10160,PT. Datindo Entrycom,Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,corpsec@sillomp.com,(62-21)3867521,Usaha Pelayaran,SHIP,PT Sillo Maritime Perdana Tbk,01.342.992.3-081.000,Utama,Energi,""Minyak, Gas & Batu Bara"",2016-06-16T00:00:00,(62-21)3863861,www.sillomaritime.com";;;;;;
"GKM Green Tower 10th Floor
Jl. TB Simatupang Kav 89 G Jakarta Selatan, 12520,PT. Sharestar Indonesia,""Pendukung Minyak, Gas & Batu Bara"",""Jasa & Perlengkapan Minyak, Gas & Batu Bara"",corpsec@sinerco.co.id,02127878090,Perseroan bergerak dalam bidang usahaJasa Penyewaan Alat-Alat UntukMonetisasi Minyak dan Gas Suar Bakar dengan Menggunakan Teknologi Kompresiuntuk Penurunan Emisi Gas Rumah Kaca,SICO,PT Sigma Energy Compressindo Tbk,02.257.516.5-014.000,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",2022-04-08T00:00:00,02127878099,www.sinerco.co.id";;;;;;
Office Sido Muncul, Lantai 1, Gedung Hotel Tentrem, Jl. Gajahmada No. 123, Kel. Pekunden, Kec. Semarang Tengah, Semarang, 50134.,PT. Raya Saham Registra,Farmasi,Farmasi,info@sidomuncul.co.id,(024) 7692 8815,Bergerak dalam bidang usaha industri jamu dan farmasi,SIDO,PT Industri Jamu Dan Farmasi Sido Muncul Tbk,01.106.753.5-054.000,Utama,Kesehatan,Farmasi & Riset Kesehatan,2013-12-18T00:00:00,(024) 7692 8811,www.sidomuncul.co.id;;;;;;
Gdg Fak. Kedokteran UPH Lt. 32, Jl. Boulevard Jend. Sudirman No. 15, Lippo Village, Tangerang 15810,PT. Sharestar Indonesia,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,corporate.secretary@siloamhospitals.com,021-5460075,Jasa Pelayanan Kesehatan Masyarakat,SILO,PT Siloam International Hospitals Tbk.,01.788.139.2-054.000,Utama,Kesehatan,Jasa & Peralatan Kesehatan,2013-09-12T00:00:00,021-25668000,www.siloamhospitals.com;;;;;;
Pusat : Jl. Teluk Betung No. 38, Jakarta 10230. Pabrik : Jl. Muara Baru No. 12B, Penjaringan, Jakarta Utara 14440.,PT. Ficomindo Buana Registrar,,,esprabowo@yahoo.com,Pusat : 021 - 2302745. Pabrik : 021 - 6600011,Industri Kemasan Plastik,SIMA,Siwani Makmur Tbk,01.318.684.6-054.000,PENGEMBANGAN,BASIC INDUSTRY AND CHEMICALS,PLASTICS & PACKAGING,1994-06-03T00:00:00,Pusat : 021 - 2302257. Pabrik : 021 - 6600976,-;;;;;;
"Sudirman Plaza, Indofood Tower, Lantai 11
Jalan Jendral Sudirman Kav. 76-78
Jakarta 12910,PT. Raya Saham Registra,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate.secretary@simp.co.id,021-5793 7504,""Agribisnis yang terdiversifikasi serta terintegrasi secara vertikal yang kegiatan utamanya meliputi seluruh mata rantai pasokan dari penelitian dan pengembangan pemuliaan benih bibit, pembudidayaan dan pengolahan kelapa sawit hingga produksi serta pemasaran produk minyak goreng, margarine dan shortening"",SIMP,Salim Ivomas Pratama Tbk,01.596.183.2-092.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2011-06-09T00:00:00,021-5795 8822 ext 5000/5001,www.simp.co.id";;;;;;
Jl. Galeria Singaraja Blok C 16-17 Lippo Cikarang Kabupaten Bekasi 17550,PT. Adimitra Jasa Korpora,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,corsec@singarajaputra.com ,0,Penyedia Penginapan dan merupakanPerusahaan Induk dari Perusahaan Anak yang bergerak di Bidang Perusahaan Kayu,SINI,PT Singaraja Putra Tbk.,02.422.613.6-413.000,Pengembangan,Perindustrian,Barang Perindustrian,2019-11-08T00:00:00,021-8974309,www.singarajaputra.com;;;;;;
"Sequis Tower, Lantai 40, Jl. Jenderal Sudirman Kav.71, Jakarta Selatan, 12190,PT. Raya Saham Registra,Produk Makanan Pertanian,""Ikan, Daging & Produk Unggas"",info.sreeya@sreeyasewu.com,021-27083636,Animal Feed,SIPD,PT Sreeya Sewu Indonesia Tbk,01.393.676.0-054.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,1996-12-27T00:00:00,021-50991599,www.sreeyasewu.com";;;;;;
Plaza Asia Fl. 21, Jl. Jenderal Sudirman Kav. 59, Jakarta 12190,PT. EDI Indonesia,Makanan Olahan,Makanan Olahan,skbm@sekarbumi.com,(021) 51401212,Manufaktur dan Penyalur Makanan Olahan Beku,SKBM,Sekar Bumi Tbk,01.148.487.0-054.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2012-09-28T00:00:00,(021) 51401122,www.sekarbumi.com;;;;;;
"Wisma Nugra Santana Lantai 8, Suite 802
Jl. Jend. Sudirman Kav. 7-8 Jakarta 10220,PT. EDI Indonesia,Makanan Olahan,Makanan Olahan,sekarlaut@sekar.co.id,""(021) 570-4991, (031) 894-1244, (031) 567-2318"",Industri Makanan,SKLT,Sekar Laut Tbk,01.140.938.0-054.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,1993-09-08T00:00:00,""(021) 570-4988, (031) 892-1605, (031) 567-1371"",http://www.sekar.co.id";;;;;;
" Jl. Raya Cakung Cilincing No. 9B, Jakarta Utara 14130 Indonesia  ,PT. Adimitra Jasa Korpora,Mesin,Mesin Konstruksi & Kendaraan Berat, superkrane@superkrane.com, (021) 441 8290  ,""Bergerak di bidang usaha dalam bidang jasa sewa crane dan alat-alat berat/fleets lainnya, jasa konstruksi lifting, pengangkutan umum dan perdagangan umum lainnya. "",SKRN,PT Superkrane Mitra Utama Tbk,01.749.696.9-045.000,PENGEMBANGAN,Perindustrian,Barang Perindustrian,2018-10-11T00:00:00, (021) 441 3455  , www.superkrane.com";;;;;;
"Graha Mampang Lantai 2 Suite LPA Jl.Mampang Prapatan Raya No.100 Jakarta Selatan  12760-Indonesia ,PT. Sirca Datapro Perdana,Perangkat Lunak,Perangkat Lunak,info.northcliff@ncitranusa.com,021-7975948,""Teknologi, Multimedia, dan Telekomunikasi"",SKYB,PT Northcliff Citranusa Indonesia Tbk.,02.250.398.1-021.000,Pengembangan,Teknologi,Perangkat Lunak & Jasa TI,2010-07-07T00:00:00,021-7975947,www.skybee.co.id";;;;;;
"Jl. Raya Serang KM 29
Kp. Ilat No. 8, RT 002 RW 003
Kel. Gembong, Kec. Balaraja
Kab. Tangerang, Banten,PT. Adimitra Jasa Korpora,Ritel Khusus,Ritel Elektronik,corporate@gaya-slis.com,(021) 4520716,Perdagangan Komponen Elektronik Serta Melalui Perusahaan Anak Penyediaan Dan PenjualanKendaraan Ramah Lingkungan Dengan Sumber Daya Energi Listrik (Electric Vehicle),SLIS,PT Gaya Abadi Sempurna Tbk,01.679.755.7-415.000,Pengembangan,Barang Konsumen Non-Primer,Perdagangan Ritel,2019-10-07T00:00:00,(021)4509888,http://www.gaya-slis.com";;;;;;
Gedung Sinar Mas Land Plaza, Menara 2 Lt. 28-30, Jl. MH. Thamrin No. 51, RT 09 RW 04, Gondangdia, Menteng, Jakarta Pusat, DKI Jakarta 10350 ,,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,investor@smart-tbk.com;" jimmy.pramono@sinarmas-agri.com,""021-50389999, 021-3925713"",Agribisnis,SMAR,PT Sinar Mas Agro Resources and Technology Tbk,01.000.183.2-092.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,1992-11-20T00:00:00,021-50338899,http://www.smart-tbk.com";;;;;
Jl. Abikusno Cokrosuyoso PO BOX 1175 Kertapati Palembang Sumatera Selatan 30258,PT. Datindo Entrycom,Material Konstruksi,Material Konstruksi,corsec@semenbaturaja.co.id,(0711) 512126,Industri Semen,SMBR,PT Semen Baturaja (Persero) Tbk,01.002.115.2-051.000,Utama,Barang Baku,Barang Baku,2013-06-28T00:00:00,(0711) 511261,www.semenbaturaja.co.id;;;;;;
Talavera Suite 15th Floor, Talavera Office Park, Jl. TB Simatupang No. 22-26 Jakarta 12430,PT. Datindo Entrycom,Material Konstruksi,Material Konstruksi,corpsec.sbi@sig.id,29863333,Basic Industry and Chemicals - Cement,SMCB,PT Solusi Bangun Indonesia Tbk,01.001.707.7-092.000,Utama,Barang Baku,Barang Baku,1977-08-10T00:00:00,29861000,https://solusibangunindonesia.com;;;;;;
SPBC, Plaza Marein Lt.16, Jl. Jend. Sudirman Kav.76-78 Jakarta,PT. Sinartama Gunita,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,ferry@rancamaya.com,(021) 5793 6730,Property dan Real Estate,SMDM,Suryamas Dutamakmur Tbk,01.348.493.6-054.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,1995-10-12T00:00:00,(021) 5793 6733,www.rancamayaestate.com;;;;;;
Gedung Samudera Indonesia Lt. 8  Jl. Letjen S Parman Kav. 35 RT.004 Rw. 003  Kemanggisan – Palmerah  Jakarta Barat, DKI Jakarta,PT. Sharestar Indonesia,Logistik & Pengantaran,Logistik & Pengantaran, corporate.secretary@samudera.id , (021) 25675628 ,Jasa Pelayaran Ang Laut,SMDR,Samudera Indonesia Tbk,01.001.895.0-054.000 ,Utama,Transportasi & Logistik,Logistik & Pengantaran,1999-07-05T00:00:00, (021) 25676999 ,0;;;;;;
South Quarter Tower A, LT. 19-20 Jl. RA Kartini, Kav. 8, Jakarta Selatan 12430,,Material Konstruksi,Material Konstruksi,corporate.secretary@sig.id; investor.relations@sig.id,(021) 5261176,Produsen Semen,SMGR,Semen Indonesia (Persero) Tbk,01.001.631.9-051.000,Utama,Barang Baku,Barang Baku,1991-07-08T00:00:00,(021) 5261174; (021) 5261175,www.sig.id;;;;
"Kawasan Industri Benua Permai Lestari
Jl. Raya Serang Km 25,6, Desa Cisereh, Tigaraksa
Tangerang 15720,PT. Adimitra Jasa Korpora,Wadah & Kemasan,Wadah & Kemasan,satyamitra@satyamira.com,+6221 5950089,Bergerak dalam bidang industri kemasan dan kotak,SMKL,PT Satyamitra Kemas Lestari Tbk,02.093.167.1-415.000,Utama,Barang Baku,Barang Baku,2019-07-11T00:00:00,+6221 5950988,www.satyamitra.com";;;;;;
Gedung Graha Mustika Ratu, Lantai 5, Jalan Jend. Gatot Subroto, Kav 74-75, Jakarta Selatan, 12870,PT. Bima Registra,Konstruksi Bangunan,Konstruksi Bangunan,corsec@konstruksimas.co.id,(021) 83707143,Jasa Konstruksi Umum,SMKM,PT Sumber Mas Konstruksi Tbk,,Akselerasi,Infrastruktur,Konstruksi Bangunan,2022-03-09T00:00:00,(021) 8250095,www.konstruksimas.co.id;;;;;;
Menara Tekno Lantai 7 Jalan Fachruddin Nomor 19 Jakarta Pusat 10250,,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,multiartha@smma.co.id ,( 021 ) 3925788 ,Investment Company,SMMA,PT Sinar Mas Multiartha Tbk,013620026054000 ,Utama,Keuangan,Perusahaan Holding & Investasi,1995-07-05T00:00:00,( 021 ) 3925660 ,www.smma.co.id ;;;;;;
"Menara Rajawali Lt. 7
Jl. DR Ide Anak Agung Gde Agung Lot #5.1
Kawasan Mega Kuningan
Jakarta 12950,PT. Adimitra Jasa Korpora,Batu Bara,Produksi Batu Bara,contact@go-eagle.co.id,021 - 5761817,Pertambangan Batubara,SMMT,GOLDEN EAGLE ENERGY Tbk,01.361.266.8-054.000,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",1997-12-01T00:00:00,021 - 5761815,www.go-eagle.co.id";;;;;;
"Jl. Perintis Kemerdekaan No.42
Jakarta Timur
,,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corp_secretary@summarecon.com,021 - 4892976,Property dan Real Estate,SMRA,PT Summarecon Agung Tbk,01.002.261.4-054.000,Utama,Properti & Real Estat,Properti & Real Estat,1990-05-07T00:00:00,021 - 4714567,www.summarecon.com";;;;;;
"Rukan Puri Mutiara A.12 & A.15, Jl. Griya Utama, RT.2/RW.5, Sunter Agung, Kec. Tj. Priok, Jakarta – 14350,PT. Ficomindo Buana Registrar,""Pendukung Minyak, Gas & Batu Bara"",""Jasa & Perlengkapan Minyak, Gas & Batu Bara"",info@smrutama.com,021-65310823,Pertambangan Batu Mangan melalui anak perusahaan,SMRU,SMR Utama Tbk,03.052.285.8-048.000,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",2011-10-10T00:00:00,021-65310822,www.smrutama.com";;;;;;
"Wisma ADR 
Jl Pluit Raya I No. 1
Jakarta
,PT. Sinartama Gunita,Komponen Otomotif,Suku Cadang Otomotif,lidiana.widjojo@adr-group.com,021-661-8438/669-6237,Automotive and Components,SMSM,Selamat Sempurna Tbk,01.300.160.7-054.000,Utama,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,1996-09-09T00:00:00,""(021) 661-00-33, 669-02-44. Ibu Lidia: Ext 327";;;;;;
",http://www.smsm.co.id
Jl. Danau Permai Raya Blok C1 Sunter, Jakarta Utara 14350"",PT. Bima Registra,Pariwisata & Rekreasi,""Hotel, Resor & Kapal Pesiar"",corporate@sunlakehotel.com,""(021) 650 9970, 651 9889, 650 2255"",Bergerak di bidang industri perhotelan,SNLK,PT Sunter Lakeside Hotel Tbk.,01.560.752.6-038.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2021-03-29T00:00:00,""(021) 650 9969, 650 1010, 650 1515, 3119 2888"",www.hotelsunlake.com";;;;;;
"Sahid Sudirman Center 51st Floor, Jl. Jend. Sudirman Kav. 86, Jakarta Pusat 10220,PT. Raya Saham Registra,Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,tidak berubah,+62 21-8086-1001,""Perdagangan, jasa, pengangkutan, perindustrian, pembangunan, percetakan, pertanian dan perbengkelan"",SOCI,PT Soechi Lines Tbk. ,02.993.491.6-018.000,Utama,Energi,""Minyak, Gas & Batu Bara"",2014-12-03T00:00:00,+62 21-8086-1000,tidak berubah";;;;;;
"Kawasan Industri Millenium
Jalan Milenium 15 Blok I-2 No. 5A, Kecamatan Panongan, Kabupaten Tangerang,
Banten 15710,PT. Bima Registra,Barang Rumah Tangga,Produsen Furnitur Rumah,investor@boston-industries.com,021 29159120,""Pengolahan mebel berbahan dasar kayu dan produk kayu lainnya, berbahan dasar logam serta distribusi dan penjualan mebel melalui Perusahaan Anak"",SOFA,PT Boston Furniture Industries Tbk..,31.561.528.6-451.000,Akselerasi,Barang Konsumen Non-Primer,Barang Rumah Tangga,2020-07-07T00:00:00,021 29159118,www.boston-industries.com";;;;;;
Jl. Rawa Sumur II Kav BB No. 3, Kawasan Industri Pulogadung, Kelurahan Jatinegara, Kecamatan Cakung, Jakarta Timur 13930, Indonesia.,PT. Datindo Entrycom,Farmasi,Farmasi,corporate.secretary@sohoglobalhealth.com ,(021) 4683 0505,Industri dan distribusi atas produk-produk di sektor farmasi dan kesehatan melalui Perusahaan Anak ,SOHO,PT Soho Global Health Tbk,01.303.296.6-073.000,Utama,Kesehatan,Farmasi & Riset Kesehatan,2020-09-08T00:00:00,(021) 4683 4411, www.sohoglobalhealth.com;;;;;;
"Mayapada Tower 2 Lantai 2
Jl. Jenderal Sudirman Kav.27
Kelurahan : Karet
Kecamatan : Setiabudi,PT. Adimitra Jasa Korpora,Department Store,Department Store,sonatopas@stti.co.id,021-5213066,Biro Perjalanan Wisata ,SONA,Sona Topas Tourism Industry Tbk,01.370.985.2-054.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,1992-07-21T00:00:00,021-5213056,http://www.sonatopas.co.id/";;;;;;
"Graha Dinamika, Lantai 3
Jl. Tanah Abang II No. 49-51
Jakarta Pusat 10160, Indonesia,PT. Sinartama Gunita,Jasa Profesional,Jasa Personalia,corporate.secretary@sos.co.id,+62 21 350 5913,""Penyedia Jasa Keamanan, Jasa Kebersihan, Jasa Sumber Daya Manusiadan Jasa Manajemen Parkir"",SOSS,PT Shield On Service Tbk.,02.361.551.1-073.000,Pengembangan,Perindustrian,Jasa Perindustrian,2018-11-06T00:00:00,+62 21 350 5915,www.sos.co.id";;;;;;
"Panin Tower Lantai 9 Jl. Asia Afrika Lot 19 Jakarta Pusat 10270,PT. Adimitra Jasa Korpora,Pariwisata & Rekreasi,""Hotel, Resor & Kapal Pesiar"",corsec@satriamegakencana.com,,""Bergerak dalam bidang properti, kawasan pariwisata dan aktivitas perusahaan holding"",SOTS,PT Satria Mega Kencana Tbk.,02.415.097.1-019.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2018-12-10T00:00:00,021-72781782,www.satriamegakencana.com";;;;;;
"Jl. Mastrip No.856, Karangpilang
Surabaya

,PT. EDI Indonesia,Wadah & Kemasan,Wadah & Kemasan,corp.sec@ptsuparmatbk.com,(031) 766 3287,Pulp and Paper,SPMA,Suparma Tbk,01.122.096.9-054.000,UTAMA,Barang Baku,Barang Baku,1994-11-16T00:00:00,""(031) 766-666, 766-33-96, 766-24-90(-93) (Buyung : 031-705-82-380) Hendro Luhur HP : 0818-52-60-05";;;;;;
",www.ptsuparmatbk.com
Jl. Letjen S.Parman kav.81";;;;;;
Jakarta Barat 11420;;;;;;
"Indonesia"",PT. Datindo Entrycom,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,corpsec@suryapertiwi.co.id,(62-21) 568-0068,Perdagangan barang saniter dan fitting (wholesale),SPTO,PT Surya Pertiwi Tbk,01.305.911.8-038.000,Utama,Perindustrian,Barang Perindustrian,2018-05-14T00:00:00, (62-21) 2929-8585,www.suryapertiwi.co.id";;;;;;
Komplek Harco Mangga Dua (Agung Sedayu), Block C No. 5 Jl. Mangga dua Raya, Jakarta 10730, Indonesia,PT. Sinartama Gunita,Logam & Mineral,Emas,email@wilton-groups.com,(62) 21-612 5583,Metal and Mineral Mining ,SQMI,Wilton Makmur Indonesia Tbk,01.869.295.4-054.000,Pengembangan,Barang Baku,Barang Baku,2004-07-15T00:00:00,(62) 21-612 5585,-;;;;;;
Jl. Honoris Raya Kav.6 Kota Modern (Modernland). Kota Tangerang 15117,PT. Ficomindo Buana Registrar,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,chandra.rahardja@mayapadahospital.com,021-5529036/5529420,Penyelenggaraan Rumah Sakit,SRAJ,Sejahteraraya Anugrahjaya Tbk,01.562.139.4-415.000,Utama,Kesehatan,Jasa & Peralatan Kesehatan,2011-04-11T00:00:00,021-55781888,www.mayapadahospital.com;;;;;;
JL. K.H. Samanhudi 88 Jetis, Sukoharjo Jawa Tengah,PT. Adimitra Jasa Korpora,Pakaian & Barang Mewah,Tekstil,welly.salam@sritex.co.id,(0271) 593488 ,Bergerak dalam Industri tekstil dan produk tekstil terpadu,SRIL,PT Sri Rejeki Isman Tbk,01.140.081.9-057.000,Pengembangan,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,2013-06-17T00:00:00,(0271) 593188,www.sritex.co.id;;;;;;
"Graha Kencana Lt. 9 Suite A 
Jl. Raya Perjuangan 88
Jakarta 11530,PT. Sinartama Gunita,Barang Kimia,Barang Kimia Dasar,bennyherman@indoacidatama.co.id,021 - 5366 0698,Chemicals,SRSN,Indo Acidatama Tbk,01.360.743.7-054.000,Utama,Barang Baku,Barang Baku,1993-01-11T00:00:00,021-5366-07-77,www.acidatama.co.id";;;;;;
Menara Karya Lantai 15 Jl. HR Rasuna Said Blok X-5, Kav 1-2, Jakarta Selatan 12950, Indonesia,PT. Datindo Entrycom,Perusahaan Holding & Investasi,Perusahaan Investasi,investor.relation@saratoga-investama.com,021 57944781,Aktivitas Perusahaan Holding,SRTG,PT Saratoga Investama Sedaya Tbk.,01.561.960.4-073.000,Utama,Keuangan,Perusahaan Holding & Investasi,2013-06-26T00:00:00,021 57944355,www.http://saratoga-investama.com;;;;;;
"Tempo Scan Tower Lantai 20
Jl. HR rasuna Said Kavling 3-4 Jakarta Selatan ,,Konstruksi Bangunan,Konstruksi Bangunan,inquiry@suryainternusa.com,(62-21) 526 7878,Property dan Real Estate,SSIA,PT Surya Semesta Internusa Tbk,01.302.653.9-054.000,Utama,Infrastruktur,Konstruksi Bangunan,1997-03-27T00:00:00,""(62-21) 526 2121, 527 2121"",www.suryainternusa.com";;;;;;
"Equity Tower, 43 F Suite 43 D
Jl. Jend. Sudirman Kav.52-53 SCBD Lot 9
Jakarta 12190,PT. Datindo Entrycom,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate@ssms.co.id,(021) 2903 5405,""Menjalankan usaha dalam bidang pertanian, perdagangan dan industri"",SSMS,PT Sawit Sumbermas Sarana Tbk. ,01.580.402.4-713.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2013-12-12T00:00:00,(021) 2903 5401,www.ssms.co.id";;;;;;
"Jalan Raya Rancaekek Km 25,5 Kabupaten Sumedang-Bandung,PT. Sinartama Gunita,Pakaian & Barang Mewah,Tekstil,mahayopujiarto@yahoo.com,""022-7796435, 022-7798302"",Industri Tekstil ,SSTM,Sunson Textile Manufacturer Tbk,01.118.504.8-054.000,PENGEMBANGAN,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1997-08-20T00:00:00,022-7798289,www.sunson.co.id";;;;;;
"Jl. Pangeran Diponegoro No. 51
Medan 20152, Sumatra Utara, Indonesia,PT. Adimitra Jasa Korpora,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate.secretary@sta.co.id,+62 61 414 8866,Perkebunan kelapa sawit dan industri pengolahan kelapa sawit baik secara langsung dan/atau Perusahaan Anak,STAA,PT Sumber Tani Agung Resources Tbk,01.597.585.7-123.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2022-03-10T00:00:00,+62 61 415 6262,http://sta.co.id/";;;;;;
Menara BCA Lt.45 Grand Indonesia Jl. MH. Thamrin No.1 Menteng Jakarta 10310 ,PT. Sharestar Indonesia,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,cs@buanaarthaanugerah.co.id,021-23584401 ,Perdagangan umum besar,STAR,PT Buana Artha Anugerah Tbk.,02.505.700.1-054.000 ,Utama,Keuangan,Perusahaan Holding & Investasi,2011-07-13T00:00:00,021-23585612 ,www.buanaarthaanugerah.co.id;;;;;;
"Jl. Tambak Sawah No. 21-23 Waru Sidoarjo 61256,,Makanan Olahan,Makanan Olahan,corp_sec@siantartop.co.id,""(031) 866-7380, 867-3832"",Industri Makanan Ringan,STTP,PT Siantar Top Tbk,01.480.208.6-054.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,1996-12-16T00:00:00,""(031) 866-73-82, 868-41-01, 868-11-15, 866-64-80"",www.siantartop.co.id";;;;;;
"Menara Anugerah Lt. 10 Jl.Dr. Ide Anak Agung Gde Lot 8.6-8.7 Kantor Taman E.3.3 Kawasan Mega Kuningan Jakarta 12950,PT. Adimitra Jasa Korpora,Minyak & Gas,Produksi & Penyulingan Minyak & Gas,handhi.saputro@sugihenergy.com,021-27708802,Pertambangan,SUGI,Sugih Energy Tbk,01.352.188.5-043.000,PENGEMBANGAN,Energi,""Minyak, Gas, & Batu Bara"",2002-06-19T00:00:00,021-57948877,www.sugihenergy.com";;;;;;
Capital Place, Lantai 28 Unit A, Jalan Jend. Gatot Subroto Kav.18, Kel. Kuningan Barat, Kec. Mampang Prapatan, Jakarta Selatan - 12710, Indonesia ,PT. Ficomindo Buana Registrar,Perhutanan & Kertas,Kayu,public.relations@sljglobal.com; corporate.legal3@sljglobal.com ,(021) 577-1818 ,Wood Industries ,SULI,PT SLJ Global Tbk,01.001.872.9-054.000 ,Pengembangan,Barang Baku,Barang Baku,1994-03-21T00:00:00,(021) 576-1188; (021) 576-1199 ,http://www.sljglobal.com;;;;
"Rukan Permata Senayan Blok. C 01-02
Grogol Utara, Kebayoran Lama
Jakarta Selatan,PT. Raya Saham Registra,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Corporate.Secretary@stptower.com,(021) 57950077,""Penunjang telekomunikasi yang meliputi penyediaan, pengelolaan dan penyewaan menara Base Transceiver Station (BTS)"",SUPR,Solusi Tunas Pratama Tbk,02.493.271.7-013.000,Pengembangan,Infrastruktur,Telekomunikasi,2011-10-11T00:00:00,(021) 57900505,www.stptower.com";;;;;;
"Gedung Equity Tower Lt. 29 Unit E SCBD Lot 9
Jln. Jend. Sudirman Kav. 52-53 
Kebayoran Baru Jakarta Selatan 12190
,PT. Sinartama Gunita,Minyak & Gas,Produksi & Penyulingan Minyak & Gas,secretary@superenergi.com";",021 29035297,""Perdagangan Minyak, Gas Bumi dan Bidang Investasi"",SURE,PT Super Energy Tbk.,03.138.794.4-012.000,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",2018-10-05T00:00:00,021 29035295,superenergi.com ";;;;;
